             Session           ChannelID           SiteIndex                   X                   Y                   Z        DurationTime        AverageForce      MaxTemperature            MaxPower       BaseImpedance       ImpedanceDrop                 FTI             RFIndex      TagIndexStatus                   
                3101                   0                 197             -58.689             -27.130              77.058               4.767              18.455          -10000.000          -10000.000          -10000.000          -10000.000              88.000          -10000.000                   0                   
                3102                   0                 198             -53.184             -14.815              65.684               5.100              12.015          -10000.000          -10000.000          -10000.000          -10000.000              61.000          -10000.000                   0                   
                3102                   0                 199             -57.181             -16.787              64.098               9.100              20.305          -10000.000          -10000.000          -10000.000          -10000.000             185.000          -10000.000                   0                   
                3102                   0                 200             -55.197             -16.766              66.101              11.133              13.591          -10000.000          -10000.000          -10000.000          -10000.000             151.000          -10000.000                   0                   
                3102                   0                 201             -51.948             -16.209              68.588               8.883              16.732          -10000.000          -10000.000          -10000.000          -10000.000             149.000          -10000.000                   0                   
                3102                   0                 202             -52.901             -18.729              68.435              10.717              18.071          -10000.000          -10000.000          -10000.000          -10000.000             194.000          -10000.000                   0                   
                3102                   0                 203             -49.160             -19.594              70.728               7.533          -10000.000          -10000.000          -10000.000          -10000.000          -10000.000          -10000.000          -10000.000                   0                   
                3102                   0                 204             -49.534             -21.909              71.971              10.683               2.144          -10000.000          -10000.000          -10000.000          -10000.000          -10000.000          -10000.000                   0                   
                3102                   0                 205             -55.061             -19.375              69.980               6.000               3.330          -10000.000          -10000.000          -10000.000          -10000.000              20.000          -10000.000                   0                   
                3103                   0                 206             -48.626             -22.596              69.866              13.033              12.966          -10000.000          -10000.000          -10000.000          -10000.000             169.000          -10000.000                   0                   
                3103                   0                 207             -52.549             -24.920              69.538              15.150              12.464          -10000.000          -10000.000          -10000.000          -10000.000             189.000          -10000.000                   0                   
                3103                   0                 208             -50.195             -24.649              70.239               9.100              18.261          -10000.000          -10000.000          -10000.000          -10000.000             166.000          -10000.000                   0                   
                3104                   0                 209             -64.439             -11.046              75.164               3.733               7.051          -10000.000          -10000.000          -10000.000          -10000.000              26.000          -10000.000                   0                   
                3104                   0                 210             -62.344             -18.525              73.698              10.700               5.853          -10000.000          -10000.000          -10000.000          -10000.000              63.000          -10000.000                   0                   
                3104                   0                 211             -59.322             -20.948              79.596               6.667               6.465          -10000.000          -10000.000          -10000.000          -10000.000              43.000          -10000.000                   0                   
                3104                   0                 212             -58.837             -22.340              80.419               6.850               9.173          -10000.000          -10000.000          -10000.000          -10000.000              63.000          -10000.000                   0                   
                3104                   0                 213             -61.451             -16.881              80.506              12.133               6.828          -10000.000          -10000.000          -10000.000          -10000.000              83.000          -10000.000                   0                   
                3104                   0                 214             -64.412             -13.335              82.367               5.517               6.431          -10000.000          -10000.000          -10000.000          -10000.000              35.000          -10000.000                   0                   
                3104                   0                 215             -64.117             -13.898              78.750               3.167               8.864          -10000.000          -10000.000          -10000.000          -10000.000              28.000          -10000.000                   0                   
                3104                   0                 216             -63.147             -17.463              75.219               3.400               6.113          -10000.000          -10000.000          -10000.000          -10000.000              21.000          -10000.000                   0                   
                3104                   0                 217             -63.254             -16.549              75.672               8.100              12.781          -10000.000          -10000.000          -10000.000          -10000.000             104.000          -10000.000                   0                   
                3104                   0                 218             -63.976             -11.395              77.548               7.467              15.973          -10000.000          -10000.000          -10000.000          -10000.000             119.000          -10000.000                   0                   
                3105                   0                 219             -10.946               6.848              69.721               5.583              16.150          -10000.000          -10000.000          -10000.000          -10000.000              90.000          -10000.000                   0                   
                3105                   0                 220             -20.163              11.979              73.056               3.017              13.876          -10000.000          -10000.000          -10000.000          -10000.000              42.000          -10000.000                   0                   
                3105                   0                 221             -19.916              11.508              71.691               3.367              11.915          -10000.000          -10000.000          -10000.000          -10000.000              40.000          -10000.000                   0                   
                3105                   0                 222              -7.718               6.195              70.478               3.517              14.370          -10000.000          -10000.000          -10000.000          -10000.000              51.000          -10000.000                   0                   
                3105                   0                 223             -24.012              12.587              75.191              14.150              12.413          -10000.000          -10000.000          -10000.000          -10000.000             176.000          -10000.000                   0                   
                3105                   0                 224             -20.880               8.907              72.505               4.767              13.648          -10000.000          -10000.000          -10000.000          -10000.000              65.000          -10000.000                   0                   
                3105                   0                 225             -23.437              10.748              74.016               9.100              14.492          -10000.000          -10000.000          -10000.000          -10000.000             132.000          -10000.000                   0                   
                3106                   0                 226             -15.044             -10.666              65.964               9.633              10.445          -10000.000          -10000.000          -10000.000          -10000.000             101.000          -10000.000                   0                   
                3106                   0                 227             -13.059             -16.543              66.200               7.333              15.660          -10000.000          -10000.000          -10000.000          -10000.000             115.000          -10000.000                   0                   
                3106                   0                 228             -15.872             -11.676              65.866               7.450              12.721          -10000.000          -10000.000          -10000.000          -10000.000              95.000          -10000.000                   0                   
                3106                   0                 229              -8.581             -15.844              63.409               5.650               9.608          -10000.000          -10000.000          -10000.000          -10000.000              54.000          -10000.000                   0                   
                3107                   0                 230             -63.946               8.212              88.946               3.583              18.812          -10000.000          -10000.000          -10000.000          -10000.000              67.000          -10000.000                   0                   
                3107                   0                 231             -61.382               3.962              93.234               3.067              12.236          -10000.000          -10000.000          -10000.000          -10000.000              38.000          -10000.000                   0                   
                3107                   0                 232             -59.977               5.458              90.564              12.283              14.933          -10000.000          -10000.000          -10000.000          -10000.000             183.000          -10000.000                   0                   
                3107                   0                 233             -56.414               1.264              86.157               7.183              25.047          -10000.000          -10000.000          -10000.000          -10000.000             180.000          -10000.000                   0                   
                3107                   0                 234             -55.855               5.304              88.910               5.300              16.397          -10000.000          -10000.000          -10000.000          -10000.000              87.000          -10000.000                   0                   
                3108                   0                 235             -60.125               0.628              93.888              19.667              11.290          -10000.000          -10000.000          -10000.000          -10000.000             222.000          -10000.000                   0                   
                3108                   0                 236             -66.512              -1.746              94.959               3.567               7.814          -10000.000          -10000.000          -10000.000          -10000.000              28.000          -10000.000                   0                   
                3108                   0                 237             -62.985               1.578              92.234               7.183               5.764          -10000.000          -10000.000          -10000.000          -10000.000              41.000          -10000.000                   0                   
                3109                   0                 238             -59.929              -5.882              82.232               4.800              40.333          -10000.000          -10000.000          -10000.000          -10000.000             194.000          -10000.000                   0                   
                3109                   0                 239             -55.979              -5.663              76.122               3.217              18.278          -10000.000          -10000.000          -10000.000          -10000.000              59.000          -10000.000                   0                   
                3109                   0                 240             -58.378              -4.871              71.224               7.650              19.955          -10000.000          -10000.000          -10000.000          -10000.000             153.000          -10000.000                   0                   
                3110                   0                 241             -53.103               3.468              96.187               7.850              12.826          -10000.000          -10000.000          -10000.000          -10000.000             101.000          -10000.000                   0                   
                3110                   0                 242             -50.184               1.109              97.886               9.433              11.183          -10000.000          -10000.000          -10000.000          -10000.000             105.000          -10000.000                   0                   
                3110                   0                 243             -45.182              -1.611              95.951               4.567               8.700          -10000.000          -10000.000          -10000.000          -10000.000              40.000          -10000.000                   0                   
                3110                   0                 244             -47.599              -3.478             100.189               5.150               6.696          -10000.000          -10000.000          -10000.000          -10000.000              34.000          -10000.000                   0                   
                3111                   0                 245             -44.019              -3.475              92.453               4.300               7.549          -10000.000          -10000.000          -10000.000          -10000.000              32.000          -10000.000                   0                   
                3111                   0                 246             -50.744              -3.482              94.044               4.300              10.766          -10000.000          -10000.000          -10000.000          -10000.000              46.000          -10000.000                   0                   
                3111                   0                 247             -57.470              -3.489              95.634               4.300              16.027          -10000.000          -10000.000          -10000.000          -10000.000              69.000          -10000.000                   0                   
                3111                   0                 248             -61.107              -2.299              96.231               5.350              20.576          -10000.000          -10000.000          -10000.000          -10000.000             110.000          -10000.000                   0                   
                3111                   0                 249             -54.809               1.467              93.719               4.467               7.766          -10000.000          -10000.000          -10000.000          -10000.000              35.000          -10000.000                   0                   
                3111                   0                 250             -49.253               0.712              91.182               5.450               5.742          -10000.000          -10000.000          -10000.000          -10000.000              31.000          -10000.000                   0                   
